code,title,points_r1_2021,points_r1_2020,points_r1_2019,21vs20,21vs19,20vs19,rating21vs20,rating20vs19,rating21vs19
TU873,Industrial Mathematics,,250.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU901,Business,,270.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU908,Management,,262.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU909,Accounting and Finance,,285.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU911,Accounting and Finance,,209.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU913,Business and Information Technology,,252.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU915,International Business,,252.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU916,International Business,,235.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU923,Marketing Management,,228.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU966,Languages and English Studies,,366.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU971,Contemporary Visual Culture,,290.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU972,Creative and Cultural Industries,,281.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU986,Print Media Technology and Management,,289.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU993,Early Childhood Care and Education,,270.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TU994,Early Childhood Care and Education,,321.0,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
WD149,Early Childhood Studies,,271.0,288.0,,,-17.0,Course for 1 year only,Decrease,Course for 1 year only
AL853,Accounting and Law,,,305.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CW178,Sport Science (options),,,399.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CK116,Sports Studies and Physical Education,,,499.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CK502,Food Marketing and Entrepreneurship,,,433.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CK506,International Development and Food Policy,,,367.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC005,Education - Primary Teaching - Irish Sign Language,,,316.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC167,Physics with Astronomy,,,434.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC171,Applied Physics,,,402.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DC173,Physics with Biomedical Sciences,,,402.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT001,Product Design,,,433.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT028,Transport Operations and Technology,,,279.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT035,Electrical Services and Energy Management,,,293.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT066,Engineering (General Entry),,,400.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT101,Architecture (test and interview),,,618.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT106,Planning and Environmental Management,,,312.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT110,Property Economics (Valuation Surveying),,,367.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT111,Quantity Surveying and Construction Economics,,,391.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT112,Geographic Science,,,287.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT117,Construction Management,,,356.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT175,Architectural Technology,,,388.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT201,Science (General Entry),,,464.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,341.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT204,Biomedical Science,,,501.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT205,Mathematical Sciences,,,315.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT206,Biomedical and Molecular Diagnostics,,,473.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT211,Computer Science (Infrastructure),,,381.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT220,Industrial Mathematics,,,300.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT221,Physics with Energy and Environment,,,348.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT222,Physics Technology,,,321.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT223,Human Nutrition and Dietetics,,,553.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT224,Optometry,,,487.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT225,Public Health Nutrition,,,440.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT227,Science with Nanotechnology,,,312.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT228,Computer Science,,,451.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT229,Clinical Measurement Science,,,491.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT235,Physics with Medical Physics and Bioengineering,,,357.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT282,Computer Science (International),,,377.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT299,Chemical Sciences with Medicinal Chemistry,,,420.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT302,Business Analytics,,,325.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT304,E-Commerce in Retailing,,,341.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT321,Business and Law,,,462.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT341,Marketing,,,400.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT343,Retail and Services Management,,,301.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT354,Business Computing,,,322.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT358,Logistics and Supply Chain Management,,,300.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT365,Business and Management,,,440.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT366,Accounting and Finance,,,432.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT398,Human Resource Management,,,375.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT399,Economics and Finance,,,437.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT401,International Hospitality Management,,,300.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT405,Culinary Science,,,308.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT407,Culinary Arts,,,271.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT412,Tourism Marketing,,,284.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT413,Event Management,,,356.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT416,Culinary Entrepreneurship,,,275.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT420,Nutraceuticals in Health and Nutrition,,,392.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT421,Food Innovation,,,321.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT422,Pharmaceutical Healthcare,,,397.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT491,Environmental Health,,,343.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT501,Music,,,383.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT504,Film and Broadcasting,,,443.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT506,Commercial Modern Music,,,468.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT508,Game Design,,,403.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT517,Languages and English Studies,,,326.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT518,Languages and International Tourism,,,307.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT529,Drama (Performance),,,371.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT532,Law (LL.B.),,,422.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT533,Contemporary Visual Culture,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT544,Interior Design,,,552.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT545,Design - Visual Communication,,,667.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT546,Fine Art,,,668.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT555,International Business and Languages,,,353.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT559,Photography,,,700.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT571,Social Care,,,394.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT572,Early Childhood Education,,,385.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT582,Journalism,,,347.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT596,Print Media Technology and Management,,,252.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DT597,Creative and Cultural Industries,,,280.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DL835,Creative Media Technologies,,,237.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GC405,International Hospitality Management (Dublin),,,254.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
ID003,Business Studies with Chinese,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN101,Business,,,252.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN103,Business and Information Technology,,,254.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN104,Computing (Information Technology),,,260.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN107,Applied Social Studies in Social Care,,,300.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN108,Engineering (Common Entry with Award options),,,271.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN109,Business (Common Entry with Award options),,,260.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN110,International Business,,,253.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN111,Sports Management and Coaching,,,270.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN112,Creative Digital Media,,,280.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN113,Horticulture,,,289.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN114,Accounting and Finance,,,280.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN115,Community and Youth Development,,,250.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN117,Computer Engineering in Mobile Systems,,,273.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN118,Early Childhood Care and Education,,,290.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN119,Digital Marketing,,,270.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN120,Digital Forensics and Cyber Security,,,281.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN121,Mechatronic Engineering,,,276.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
BN123,DesignTechnology and Innovation,,,297.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA022,Creative Digital Media,,,260.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA023,Advertising and Marketing Communications,,,235.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA024,Early Childhood Care and Education,,,217.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA025,Social Care Practice,,,261.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA026,International Hospitality and Tourism Management,,,208.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA027,Botanical Cuisine,,,236.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA028,Digital Marketing Technologies,,,220.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA121,Accounting and Finance,,,202.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA122,Management,,,218.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA123,Marketing Management,,,207.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA125,International Business,,,229.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA221,Electronic Engineering,,,251.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA222,Mechanical Engineering,,,243.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA223,Sustainable Energy Engineering,,,236.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA224,Biomedical Design,,,218.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA225,Automation Engineering,,,235.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA226,Engineering Software,,,243.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA321,Pharmaceutical Science,,,261.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA322,Computing,,,200.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA323,Computing with IT Management,,,243.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA326,DNA and Forensic Analysis,,,300.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA327,Sports Science and Health,,,341.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA328,Computing with Language (French/German/Spanish),,,218.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TA329,Computing with Data Analytics,,,218.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
NC025,Data Science,,,297.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GA385,Retail Management,,,219.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LY218,Business - with Spanish/Irish options,,,298.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
CI101,Counselling and Psychotherapy (Limerick),,,276.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LC411,Marketing and Management (Thurles),,,226.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG149,Business in Finance and Investment,,,262.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG441,Environmental Science,,,297.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
SG446,Applied Archaeology,,,289.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL803,Music Technology,,,264.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
TL812,Computing with Digital Media,,,369.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
WD148,Tourism Marketing,,,269.0,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
